Sample	Unassigned_Read_Type	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_Secondary	Unassigned_MappingQuality	Unassigned_FragmentLength	Assigned	percent_assigned	Unassigned_MultiMapping	Unassigned_Singleton	Unassigned_NoFeatures	Unassigned_Duplicate	Unassigned_rRNA	Total	Unassigned_NonSplit	Unassigned_Unmapped	Unassigned_Ambiguity	reads_aligned_percentage	not_aligned_percentage	not_aligned	reads_processed	reads_aligned	per_base_sequence_content	per_sequence_quality_scores	overrepresented_sequences	per_sequence_gc_content	Sequences flagged as poor quality	avg_sequence_length	sequence_length_distribution	sequence_duplication_levels	Total Sequences	basic_statistics	Filename	per_base_sequence_quality	adapter_content	%GC	median_sequence_length	per_tile_sequence_quality	File type	Total Bases	per_base_n_content	total_deduplicated_percentage	Encoding	Sequence length	percent_trimmed	r_written	quality_trimmed	r_processed	cutadapt_version	r_with_adapters	bp_written	bp_processed	se_antisense	failed	pe_antisense	se_sense	pe_sense
SRX22720568	0	0	1595706	0	0	0	30330832	84.08157879417072	0	0	1760823	0	365155	36073100	0	1999978	20606	94.46	5.54	999989.0	18036550.0	17036561.0	fail	pass	warn	pass	0.0	99.22603979142352	warn	fail	18036550.0	pass	SRX22720568_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	21.67032604420819	Sanger / Illumina 1.9	20-100	0.4902105705468686	18036853	715771	18036853	4.4	6035949	1794843444	1803685300		0.4168	0.5708		0.0124
SRX22720569	0	0	1536168	0	0	0	30137382	83.3013633587772	0	0	1927075	0	683673	36178738	0	1871568	22872	94.83	5.17	935784.0	18089369.0	17153585.0	fail	pass	warn	pass	0.0	99.2402774248234	warn	fail	18089369.0	pass	SRX22720569_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	1.8 Gbp	pass	21.65173935928488	Sanger / Illumina 1.9	20-100	0.4626921166354573	18089662	1143838	18089662	4.4	5439121	1800596256	1808966200		0.4061	0.5786		0.0153
SRX22720570	0	0	1513661	0	0	0	30268266	83.53192090158488	0	0	2017700	0	343079	36235568	0	2070598	22264	94.29	5.71	1035299.0	18117784.0	17082485.0	fail	pass	pass	pass	0.0	99.27252825179944	warn	fail	18117784.0	pass	SRX22720570_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.8 Gbp	pass	22.18861874743908	Sanger / Illumina 1.9	20-100	0.4796946102945916	18118096	665397	18118096	4.4	6034058	1803118447	1811809600		0.4051	0.5808		0.014
SRX22720571	0	0	1660225	0	0	0	30281755	83.49624911807373	0	0	2232668	0	153964	36267204	0	1917162	21430	94.71	5.29	958581.0	18133602.0	17175021.0	fail	pass	pass	pass	0.0	99.27418137885678	warn	fail	18133602.0	pass	SRX22720571_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.8 Gbp	pass	20.944095939679823	Sanger / Illumina 1.9	20-100	0.4612933995174003	18133871	1135426	18133871	4.4	5420635	1805022065	1813387100		0.4141	0.5682		0.0177
SRX22720572	0	0	1875042	0	0	0	30306175	83.88153369742494	0	0	2375069	0	112133	36129734	0	1440508	20807	96.01	3.99	720254.0	18064867.0	17344613.0	fail	pass	warn	pass	0.0	99.25589609931808	warn	fail	18064867.0	pass	SRX22720572_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.7 Gbp	pass	18.69356260312196	Sanger / Illumina 1.9	20-100	0.4706915603398046	18065206	1123239	18065206	4.4	5564511	1798017460	1806520600		0.4437	0.5404		0.0159
SRX22720573	0	0	1585325	0	0	0	30111518	83.52004341159099	0	0	2094991	0	355502	36053044	0	1885030	20678	94.77	5.23	942515.0	18026522.0	17084007.0	fail	pass	pass	pass	0.0	99.2722816969352	warn	fail	18026522.0	pass	SRX22720573_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	20.697849780691293	Sanger / Illumina 1.9	20-100	0.4866363909895892	18026792	664688	18026792	4.4	6071229	1793906707	1802679200		0.4145	0.5675		0.018
SRX22720574	0	0	1539652	0	0	0	30047038	83.08916996659514	0	0	2160241	0	291442	36162400	0	2098450	25577	94.2	5.8	1049225.0	18081200.0	17031975.0	fail	pass	pass	pass	0.0	99.2664541070283	warn	fail	18081200.0	pass	SRX22720574_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.7 Gbp	pass	22.004213696504674	Sanger / Illumina 1.9	20-100	0.4868693910878593	18081492	526013	18081492	4.4	6139761	1799345875	1808149200		0.4224	0.5576		0.02
SRX22720575	0	0	1528454	0	0	0	30021164	83.33030502427839	0	0	2098515	0	338852	36026706	0	2014826	24895	94.41	5.59	1007413.0	18013353.0	17005940.0	fail	pass	pass	pass	0.0	99.26579887708856	warn	fail	18013353.0	pass	SRX22720575_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.7 Gbp	pass	22.15933417325733	Sanger / Illumina 1.9	20-100	0.4671270847201305	18013629	1325507	18013629	4.4	5330998	1792948246	1801362900		0.4197	0.5599		0.0204
SRX22720576	0	0	1607889	0	0	0	30328233	84.0383200489817	0	0	2057144	0	261377	36088576	0	1811432	22501	94.98	5.02	905716.0	18044288.0	17138572.0	fail	pass	pass	pass	0.0	99.26964976395854	warn	fail	18044288.0	pass	SRX22720576_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	22.53170080573148	Sanger / Illumina 1.9	20-100	0.4646584417092944	18044592	1207960	18044592	4.4	5382076	1796074628	1804459200		0.406	0.5777		0.0163
SRX22720577	0	0	1506266	0	0	0	30114100	83.26386866637904	0	0	1965346	0	592674	36167068	0	1964584	24098	94.57	5.43	982292.0	18083534.0	17101242.0	fail	pass	pass	pass	0.0	99.26997245118127	warn	fail	18083534.0	pass	SRX22720577_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	21.088426052966376	Sanger / Illumina 1.9	20-100	0.4898740805992549	18083790	696806	18083790	4.4	6073088	1799520220	1808379000		0.4003	0.5826		0.0171
SRX22720578	0	0	1554580	0	0	0	30393177	84.26476598829576	0	0	1942978	0	312805	36068666	0	1840182	24944	94.9	5.1	920091.0	18034333.0	17114242.0	fail	pass	pass	pass	0.0	99.22988213647824	warn	fail	18034333.0	pass	SRX22720578_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	20.79437737175985	Sanger / Illumina 1.9	20-100	0.4836607174641331	18034574	541078	18034574	4.4	6143324	1794734785	1803457400		0.3988	0.5842		0.017
SRX22720579	0	0	1589034	0	0	0	30272441	83.65193113163288	0	0	2068574	0	222103	36188574	0	2012926	23496	94.44	5.56	1006463.0	18094287.0	17087824.0	fail	pass	pass	pass	0.0	99.22937444288354	warn	fail	18094287.0	pass	SRX22720579_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	1.8 Gbp	pass	22.197777932657683	Sanger / Illumina 1.9	20-100	0.4640975614554747	18094523	1316040	18094523	4.4	5327346	1801054676	1809452300		0.4048	0.5773		0.0179
SRX3316529	0	0	3299907	0	0	0	53525811	78.2823622572322	0	0	8977763	0	96058	68375314	0	2435716	40059	96.44	3.56	1217858.0	34187657.0	32969799.0	fail	pass	warn	warn	0.0	98.97489968382448	warn	fail	34187657.0	pass	SRX3316529_val_1.fq.gz	pass	pass	47.0	100		Conventional base calls	3.3 Gbp	pass	9.117572133863929	Sanger / Illumina 1.9	20-100	1.3816342698763182	34350728	29689711	34350728	4.4	10796512	3387612657	3435072800		0.4293	0.5219		0.0489
SRX3316530	0	0	2537500	0	0	0	46720045	85.67107378392119	0	0	3244591	0	107067	54534212	0	1888748	36261	96.54	3.46	944374.0	27267106.0	26322732.0	fail	pass	warn	warn	0.0	98.60987014903598	warn	fail	27267106.0	pass	SRX3316530_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.6 Gbp	pass	9.335588173902371	Sanger / Illumina 1.9	20-100	0.9055928818681924	27446977	7714932	27446977	4.4	9208893	2719841913	2744697700		0.374	0.6089		0.017
SRX3316531	0	0	2650440	0	0	0	46134514	84.23345307810374	0	0	3969491	0	86994	54769824	0	1893632	34753	96.54	3.46	946816.0	27384912.0	26438096.0	fail	pass	warn	warn	0.0	98.7057940518487	warn	fail	27384912.0	pass	SRX3316531_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	9.351460897016915	Sanger / Illumina 1.9	20-100	1.4776954096685373	27522653	25931415	27522653	4.4	8325981	2711595202	2752265300		0.3889	0.5891		0.0221
SRX3316532	0	0	2779609	0	0	0	51766795	82.75638474583104	0	0	4253172	0	83614	62553234	0	3638466	31578	94.18	5.82	1819233.0	31276617.0	29457384.0	fail	pass	warn	warn	0.0	98.78018335550804	warn	fail	31276617.0	pass	SRX3316532_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3 Gbp	pass	9.355486839428648	Sanger / Illumina 1.9	20-100	1.3851787824970234	31424301	28118622	31424301	4.4	9494438	3098901825	3142430100		0.3652	0.616		0.0188
SRX3316533	0	0	2842815	0	0	0	51633800	83.25783222299886	0	0	4834141	0	62273	62016748	0	2607264	36455	95.8	4.2	1303632.0	31008374.0	29704742.0	fail	pass	warn	warn	0.0	98.66884519646209	warn	fail	31008374.0	pass	SRX3316533_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3 Gbp	pass	8.828693381040228	Sanger / Illumina 1.9	20-100	0.8482948625383407	31157488	7307707	31157488	4.4	10421427	3089318063	3115748800		0.4603	0.5197		0.02
SRX3316534	0	0	2398370	0	0	0	43952652	82.24554091396735	0	0	3922292	0	58741	53440772	0	3079790	28927	94.24	5.76	1539895.0	26720386.0	25180491.0	fail	pass	warn	warn	0.0	98.7304645973303	warn	fail	26720386.0	pass	SRX3316534_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.6 Gbp	pass	9.512410415081517	Sanger / Illumina 1.9	20-100	0.8223657151476013	26824861	6498760	26824861	4.4	9023463	2660426254	2682486100		0.4348	0.5461		0.0191
SRX3316535	0	0	2694249	0	0	0	46749217	83.19321107825404	0	0	3707774	0	52116	56193548	0	2959702	30490	94.73	5.27	1479851.0	28096774.0	26616923.0	fail	pass	warn	warn	0.0	98.4154532474084	warn	fail	28096774.0	pass	SRX3316535_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	9.920584585751138	Sanger / Illumina 1.9	20-100	5.578398911534129	29408731	79820231	29408731	4.4	9714431	2776819467	2940873100		0.3987	0.5827		0.0186
SRX3316536	0	0	2198230	0	0	0	38165422	70.4460903895023	0	0	9978091	0	698922	54176778	0	3103068	33045	94.27	5.73	1551534.0	27088389.0	25536855.0	fail	pass	warn	warn	0.0	98.75076875188113	warn	fail	27088389.0	pass	SRX3316536_val_2.fq.gz	pass	pass	47.0	100		Conventional base calls	2.6 Gbp	pass	11.777627276988907	Sanger / Illumina 1.9	20-100	1.460234084451442	27231625	24014524	27231625	4.4	8726354	2683397953	2723162500		0.4832	0.4468		0.07
SRX3316537	0	0	2624246	0	0	0	44221016	80.0653109348741	0	0	6105597	0	38293	55231180	0	2214860	27168	95.99	4.01	1107430.0	27615590.0	26508160.0	fail	pass	warn	warn	0.0	98.71907245146672	warn	fail	27615590.0	pass	SRX3316537_val_2.fq.gz	pass	pass	46.0	100		Conventional base calls	2.7 Gbp	pass	10.507576342398696	Sanger / Illumina 1.9	20-100	0.7695298419473152	27744989	6426197	27744989	4.4	9332323	2753148303	2774498900		0.4165	0.5416		0.0419
SRX3316538	0	0	2518814	0	0	0	44853079	83.60412375453784	0	0	3379288	0	81677	53649362	0	2785810	30694	94.81	5.19	1392905.0	26824681.0	25431776.0	fail	pass	warn	warn	0.0	98.94331753656267	warn	fail	26824681.0	pass	SRX3316538_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	2.6 Gbp	pass	8.643166095693362	Sanger / Illumina 1.9	20-100	0.8881680444342229	26962821	5711593	26962821	4.4	9174673	2672334584	2696282100		0.3916	0.5906		0.0178
SRX3316539	0	0	2340886	0	0	0	41847059	84.81037519625812	0	0	3233126	0	63647	49341910	0	1831508	25684	96.29	3.71	915754.0	24670955.0	23755201.0	fail	pass	warn	pass	0.0	98.97409565215452	warn	fail	24670955.0	pass	SRX3316539_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.4 Gbp	pass	8.944525778378734	Sanger / Illumina 1.9	20-100	1.4643759850429132	24798412	24000445	24798412	4.4	7477220	2443527001	2479841200		0.3905	0.5936		0.0159
SRX3316540	0	0	2646123	0	0	0	48671252	82.56188835673906	0	0	4111845	0	64386	58951234	0	3427808	29820	94.19	5.81	1713904.0	29475617.0	27761713.0	fail	pass	warn	warn	0.0	98.70789371431988	warn	fail	29475617.0	pass	SRX3316540_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.9 Gbp	pass	9.738942807655288	Sanger / Illumina 1.9	20-100	1.370922338163433	29590763	26053499	29590763	4.4	8937174	2918509662	2959076300		0.3709	0.6095		0.0196
SRX3316541	0	0	3277952	0	0	0	49895655	82.6308765978419	0	0	4975167	0	88381	60383790	0	2115026	31609	96.5	3.5	1057513.0	30191895.0	29134382.0	fail	pass	warn	warn	0.0	98.81673740585016	warn	fail	30191895.0	pass	SRX3316541_val_2.fq.gz	pass	pass	47.0	100		Conventional base calls	2.9 Gbp	pass	8.535861180855822	Sanger / Illumina 1.9	20-100	0.7403697343231194	30359962	6122853	30359962	4.4	10144912	3013518603	3035996200		0.406	0.5672		0.0268
SRX3316542	0	0	2721502	0	0	0	45265845	83.87788549178522	0	0	3661312	0	72892	53966364	0	2218198	26615	95.89	4.11	1109099.0	26983182.0	25874083.0	fail	pass	warn	warn	0.0	98.76679414607216	warn	fail	26983182.0	pass	SRX3316542_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.6 Gbp	pass	9.023269273471632	Sanger / Illumina 1.9	20-100	0.8170470252623685	27131502	6176534	27131502	4.4	9162725	2690982487	2713150200		0.3992	0.5793		0.0215
SRX3316543	0	0	2953912	0	0	0	51102772	84.80414408567654	0	0	3741624	0	95619	60259758	0	2327116	38715	96.14	3.86	1163558.0	30129879.0	28966321.0	fail	pass	warn	warn	0.0	98.7159301237154	warn	fail	30129879.0	pass	SRX3316543_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.9 Gbp	pass	8.655952829967264	Sanger / Illumina 1.9	20-100	1.7804571228133743	30379232	38328929	30379232	4.4	9257129	2983834280	3037923200		0.3639	0.6167		0.0194
SRX3316544	0	0	2343359	0	0	0	39861538	83.56116392981922	0	0	3280862	0	68377	47703426	0	2120948	28342	95.55	4.45	1060474.0	23851713.0	22791239.0	fail	pass	warn	warn	0.0	98.56514003836958	warn	fail	23851713.0	pass	SRX3316544_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.3 Gbp	pass	10.083736878310862	Sanger / Illumina 1.9	20-100	3.2959284826292983	24399331	49113297	24399331	4.4	7609071	2359514650	2439933100		0.3942	0.5863		0.0195
SRX3316545	0	0	2091582	0	0	0	39078095	84.42999735765301	0	0	2877362	0	173448	46284610	0	2036088	28035	95.6	4.4	1018044.0	23142305.0	22124261.0	fail	pass	pass	warn	0.0	98.72500003780956	warn	fail	23142305.0	pass	SRX3316545_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.2 Gbp	pass	9.320683515796228	Sanger / Illumina 1.9	20-100	0.8196230425770621	23288784	5133803	23288784	4.4	7834366	2309790376	2328878400		0.3904	0.5902		0.0194
SRX3316546	0	0	2458693	0	0	0	46891992	85.0734465248928	0	0	3399261	0	148529	55119422	0	2184346	36601	96.04	3.96	1092173.0	27559711.0	26467538.0	fail	pass	pass	warn	0.0	98.75984062387302	warn	fail	27559711.0	pass	SRX3316546_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	8.55237479388874	Sanger / Illumina 1.9	20-100	0.8141243143061767	27696764	6208387	27696764	4.4	9264574	2747127791	2769676400		0.3754	0.605		0.0197
SRX3316547	0	0	1871791	0	0	0	37038276	85.41730903672787	0	0	2636551	0	205403	43361558	0	1585424	24113	96.34	3.66	792712.0	21680779.0	20888067.0	fail	pass	pass	warn	0.0	98.82216049524789	warn	fail	21680779.0	pass	SRX3316547_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.1 Gbp	pass	9.330987716531478	Sanger / Illumina 1.9	20-100	1.275355516468202	21767768	15866425	21767768	4.4	6733198	2149015157	2176776800		0.3974	0.5849		0.0177
SRX3316548	0	0	2178822	0	0	0	40458161	85.80126971292127	0	0	2723441	0	140900	47153336	0	1629528	22484	96.54	3.46	814764.0	23576668.0	22761904.0	fail	pass	warn	warn	0.0	98.97716564528966	warn	fail	23576668.0	pass	SRX3316548_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.3 Gbp	pass	8.388752347917329	Sanger / Illumina 1.9	20-100	1.5764153199668438	23732584	24284870	23732584	4.4	7284590	2335845991	2373258400		0.4074	0.5776		0.0149
SRX3316549	0	0	2179005	0	0	0	39273358	85.822346630311	0	0	2773235	0	79538	45761226	0	1431566	24524	96.87	3.13	715783.0	22880613.0	22164830.0	fail	pass	warn	warn	0.0	98.95760144188444	warn	fail	22880613.0	pass	SRX3316549_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.2 Gbp	pass	8.684030138305317	Sanger / Illumina 1.9	20-100	0.8066523896045319	23030882	4558939	23030882	4.4	7846186	2284510284	2303088200		0.3938	0.5907		0.0156
SRX3316550	0	0	2640905	0	0	0	47213640	85.62262654006835	0	0	3130676	0	93304	55141546	0	2032662	30359	96.31	3.69	1016331.0	27570773.0	26554442.0	fail	pass	warn	warn	0.0	98.794966321764	warn	fail	27570773.0	pass	SRX3316550_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	8.624948317150691	Sanger / Illumina 1.9	20-100	1.3072046659561023	27684101	22136698	27684101	4.4	8484681	2732221314	2768410100		0.3933	0.5923		0.0144
SRX3316551	0	0	2095172	0	0	0	49122606	83.89961888502093	0	0	4865052	0	459374	58549260	0	1973286	33770	96.63	3.37	986643.0	29274630.0	28287987.0	fail	pass	warn	warn	0.0	98.76782080593333	warn	fail	29274630.0	pass	SRX3316551_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.8 Gbp	pass	8.976307045763946	Sanger / Illumina 1.9	20-100	0.8562885087470655	29426269	7385602	29426269	4.4	9693924	2917429524	2942626900		0.4838	0.4945		0.0217
SRX3316552	0	0	2737565	0	0	0	44760965	83.83247164675002	0	0	3894842	0	76394	53393350	0	1900624	22960	96.44	3.56	950312.0	26696675.0	25746363.0	fail	pass	warn	warn	0.0	98.8193880324048	warn	fail	26696675.0	pass	SRX3316552_val_2.fq.gz	pass	pass	47.0	100		Conventional base calls	2.6 Gbp	pass	8.333706305073106	Sanger / Illumina 1.9	20-100	0.7486427308297089	26822793	5075249	26822793	4.4	8934663	2662198611	2682279300		0.4225	0.5572		0.0203
SRX3316553	0	0	2492236	0	0	0	41778393	83.90693635797675	0	0	3202361	0	83991	49791346	0	2208940	25425	95.56	4.44	1104470.0	24895673.0	23791203.0	fail	pass	pass	warn	0.0	98.6919745451348	warn	fail	24895673.0	pass	SRX3316553_val_2.fq.gz	pass	pass	47.0	100		Conventional base calls	2.4 Gbp	pass	9.417297516315546	Sanger / Illumina 1.9	20-100	1.6709829722248362	25068043	28116297	25068043	4.4	7779518	2464916027	2506804300		0.3997	0.5822		0.0181
SRX3316554	0	0	2560279	0	0	0	42202441	82.30150892063602	0	0	4422471	0	58909	51277846	0	2010190	23556	96.08	3.92	1005095.0	25638923.0	24633828.0	fail	pass	warn	warn	0.0	98.81313470148493	warn	fail	25638923.0	pass	SRX3316554_val_2.fq.gz	pass	pass	47.0	100		Conventional base calls	2.5 Gbp	pass	8.72461463987725	Sanger / Illumina 1.9	20-100	1.4211196195256126	25779186	22507142	25779186	4.4	8117051	2541283293	2577918600		0.4266	0.5486		0.0247
SRX3316555	0	0	2046498	0	0	0	36957393	82.0025389741451	0	0	4017973	0	80287	45068596	0	1941006	25439	95.69	4.31	970503.0	22534298.0	21563795.0	fail	pass	warn	warn	0.0	98.77505409753611	warn	fail	22534298.0	pass	SRX3316555_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.2 Gbp	pass	10.616333557583618	Sanger / Illumina 1.9	20-100	0.8079422343818924	22672033	5088157	22672033	4.4	7479229	2248885607	2267203300		0.4282	0.5478		0.024
SRX3316556	0	0	2611335	0	0	0	39385078	82.38991747720041	0	0	4116583	0	34785	47803274	0	1630916	24577	96.59	3.41	815458.0	23901637.0	23086179.0	fail	pass	warn	warn	0.0	98.79875985063282	warn	fail	23901637.0	pass	SRX3316556_val_2.fq.gz	pass	pass	47.0	100		Conventional base calls	2.3 Gbp	pass	9.48978234053104	Sanger / Illumina 1.9	20-100	0.94204614094967	24069769	5777390	24069769	4.4	8128672	2384302067	2406976900		0.4162	0.5565		0.0273
SRX3316557	0	0	2514275	0	0	0	44478944	84.40463922289415	0	0	3515280	0	89982	52697274	0	2067946	30847	96.08	3.92	1033973.0	26348637.0	25314664.0	fail	pass	warn	warn	0.0	98.73428208070118	warn	fail	26348637.0	pass	SRX3316557_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.6 Gbp	pass	9.32845709247164	Sanger / Illumina 1.9	20-100	1.4436996499883183	26477402	23999232	26477402	4.4	8087519	2609514784	2647740200		0.386	0.5947		0.0193
SRX3316558	0	0	2122118	0	0	0	37901664	84.6069332226125	0	0	2570448	0	240378	44797350	0	1936518	26224	95.68	4.32	968259.0	22398675.0	21430416.0	fail	pass	warn	warn	0.0	98.88488403889964	warn	fail	22398675.0	pass	SRX3316558_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.2 Gbp	pass	9.414282306830511	Sanger / Illumina 1.9	20-100	3.2362569731734534	22897394	43664705	22897394	4.4	7207866	2215637549	2289739400		0.3981	0.5869		0.015
SRX3316559	0	0	2594559	0	0	0	42557799	82.42510093432986	0	0	3467804	0	476312	51632086	0	2508250	27362	95.14	4.86	1254125.0	25816043.0	24561918.0	fail	pass	warn	pass	0.0	99.19072555000004	warn	fail	25816043.0	pass	SRX3316559_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.5 Gbp	pass	8.52338058361978	Sanger / Illumina 1.9	20-100	0.5712935940421654	25825490	0	25825490	4.4	8734924	2567795063	2582549000		0.3913	0.5869		0.0218
SRX3316560	0	0	2038646	0	0	0	43426291	83.16151471902604	0	0	3819054	0	866742	52219216	0	2043746	24737	96.09	3.91	1021873.0	26109608.0	25087735.0	fail	pass	warn	warn	0.0	98.97425162415308	warn	fail	26109608.0	pass	SRX3316560_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.5 Gbp	pass	8.212409427277917	Sanger / Illumina 1.9	20-100	1.4490946234852182	26255596	22702092	26255596	4.4	8212260	2587512757	2625559600		0.4256	0.5548		0.0196
SRX3316561	0	0	2348683	0	0	0	43793040	81.55083539949203	0	0	4513274	0	176131	53700296	0	2837996	31172	94.72	5.28	1418998.0	26850148.0	25431150.0	fail	pass	warn	warn	0.0	98.99695971880676	warn	fail	26850148.0	pass	SRX3316561_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.6 Gbp	pass	9.964302687204327	Sanger / Illumina 1.9	20-100	0.7500644634914286	26984266	5983684	26984266	4.4	8836649	2678186661	2698426600		0.417	0.5578		0.0253
SRX3316625	0	0	2472906	0	0	0	42186036	84.41019502047905	0	0	3051927	0	39728	49977418	0	2205604	21217	95.59	4.41	1102802.0	24988709.0	23885907.0	fail	pass	warn	warn	0.0	98.9920642959186	warn	fail	24988709.0	pass	SRX3316625_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.4 Gbp	pass	7.9798955462224095	Sanger / Illumina 1.9	20-100	1.436766241372656	25106945	21387414	25106945	4.4	7848243	2474621689	2510694500		0.3897	0.5943		0.016
SRX3316626	0	0	2251677	0	0	0	40238688	82.4981280474201	0	0	3359034	0	52193	48775274	0	2848120	25562	94.16	5.84	1424060.0	24387637.0	22963577.0	fail	pass	warn	warn	0.0	98.96943414402962	warn	fail	24387637.0	pass	SRX3316626_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.4 Gbp	pass	10.088616404305933	Sanger / Illumina 1.9	20-100	1.265623115247709	24472712	17425334	24472712	4.4	7594787	2416297970	2447271200		0.3756	0.6053		0.0192
SRX3316627	0	0	2494200	0	0	0	42711250	84.27494492987883	0	0	3368894	0	27519	50680840	0	2057214	21763	95.94	4.06	1028607.0	25340420.0	24311813.0	fail	pass	warn	warn	0.0	99.00271708203732	warn	fail	25340420.0	pass	SRX3316627_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.5 Gbp	pass	8.219537505920659	Sanger / Illumina 1.9	20-100	0.7662066887782545	25442165	5154172	25442165	4.4	8475539	2524722543	2544216500		0.396	0.5835		0.0205
SRX3316628	0	0	2503859	0	0	0	42202921	83.33055452408772	0	0	3602672	0	82130	50645194	0	2224680	28932	95.61	4.39	1112340.0	25322597.0	24210257.0	fail	pass	warn	warn	0.0	98.79920317809426	warn	fail	25322597.0	pass	SRX3316628_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.5 Gbp	pass	9.243127374847685	Sanger / Illumina 1.9	20-100	0.7522829774676824	25398630	4693086	25398630	4.4	8539938	2520756043	2539863000		0.3849	0.5936		0.0215
