Sample	Unassigned_Read_Type	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_Secondary	Unassigned_MappingQuality	Unassigned_FragmentLength	Assigned	percent_assigned	Unassigned_MultiMapping	Unassigned_Singleton	Unassigned_NoFeatures	Unassigned_Duplicate	Unassigned_rRNA	Total	Unassigned_NonSplit	Unassigned_Unmapped	Unassigned_Ambiguity	reads_aligned_percentage	not_aligned_percentage	not_aligned	reads_processed	reads_aligned	per_base_sequence_content	per_sequence_quality_scores	overrepresented_sequences	per_sequence_gc_content	Sequences flagged as poor quality	avg_sequence_length	sequence_length_distribution	sequence_duplication_levels	Total Sequences	basic_statistics	Filename	per_base_sequence_quality	adapter_content	%GC	median_sequence_length	per_tile_sequence_quality	File type	Total Bases	per_base_n_content	total_deduplicated_percentage	Encoding	Sequence length	percent_trimmed	r_written	quality_trimmed	r_processed	cutadapt_version	r_with_adapters	bp_written	bp_processed	se_antisense	failed	pe_antisense	se_sense	pe_sense
SRX3316631	0	0	2819495	0	0	0	47694590	84.8018579865421	0	0	3630273	0	85046	56242388	0	1983120	29864	96.47	3.53	991560.0	28121194.0	27129634.0	fail	pass	warn	pass	0.0	98.9879122486762	warn	fail	28121194.0	pass	SRX3316631_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	8.193566546991091	Sanger / Illumina 1.9	20-100	1.3777994011573245	28245148	24779282	28245148	4.4	8648384	2785598652	2824514800		0.3805	0.601		0.0185
SRX3316632	0	0	2168804	0	0	0	40262185	85.06592399229184	0	0	2939036	0	124890	47330568	0	1814684	20969	96.17	3.83	907342.0	23665284.0	22757942.0	fail	pass	warn	warn	0.0	98.99023464075056	warn	fail	23665284.0	pass	SRX3316632_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.3 Gbp	pass	8.458896084722047	Sanger / Illumina 1.9	20-100	1.2522827563586554	23753411	16998694	23753411	4.4	7435516	2345595113	2375341100		0.3767	0.6069		0.0165
SRX3316633	0	0	2123405	0	0	0	39294304	82.94795432937096	0	0	3199541	0	70083	47372240	0	2659544	25363	94.39	5.61	1329772.0	23686120.0	22356348.0	fail	pass	warn	warn	0.0	98.95762632292669	warn	fail	23686120.0	pass	SRX3316633_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.3 Gbp	pass	10.01155548739519	Sanger / Illumina 1.9	20-100	0.8008945100933534	23800514	5032437	23800514	4.4	7973052	2360989699	2380051400		0.3763	0.6052		0.0186
SRX3316634	0	0	2614480	0	0	0	40879295	82.80696929084614	0	0	3709475	0	33048	49366974	0	2104726	25950	95.74	4.26	1052363.0	24683487.0	23631124.0	fail	pass	warn	warn	0.0	98.97740039727776	warn	fail	24683487.0	pass	SRX3316634_val_1.fq.gz	pass	pass	48.0	100		Conventional base calls	2.4 Gbp	pass	9.25812500433556	Sanger / Illumina 1.9	20-100	0.755836639484396	24759153	5041324	24759153	4.4	8338605	2457201425	2475915300		0.3968	0.5806		0.0226
SRX3316735	0	0	2246349	0	0	0	39483881	68.87710615360987	0	0	2612592	0	2342725	57325116	0	10618242	21327	81.48	18.52	5309121.0	28662558.0	23353437.0	fail	pass	warn	warn	0.0	98.72817534289857	warn	fail	28662558.0	pass	SRX3316735_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.8 Gbp	pass	12.048815587989434	Sanger / Illumina 1.9	20-100	1.0762299791919994	28944636	6972386	28944636	4.4	9891497	2863312515	2894463600		0.4414	0.5429		0.0157
SRX3316736	0	0	2904867	0	0	0	46983467	75.06923579437124	0	0	3265449	0	160956	62586846	0	9243964	28143	85.23	14.77	4621982.0	31293423.0	26671441.0	fail	pass	warn	warn	0.0	98.7810028963594	warn	fail	31293423.0	pass	SRX3316736_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3 Gbp	pass	9.503612326662129	Sanger / Illumina 1.9	20-100	0.8130093591492604	31479998	5449937	31479998	4.4	10691261	3122406267	3147999800		0.4055	0.5776		0.0169
SRX3316737	0	0	2976655	0	0	0	47749986	73.13981426311041	0	0	3537576	0	216151	65285900	0	10774934	30598	83.5	16.5	5387467.0	32642950.0	27255483.0	fail	pass	warn	warn	0.0	98.85288370076849	warn	fail	32642950.0	pass	SRX3316737_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3.2 Gbp	pass	9.231645377761048	Sanger / Illumina 1.9	20-100	1.2495333455988582	32774790	23850814	32774790	4.4	9943680	3236525807	3277479000		0.4075	0.573		0.0195
SRX3316738	0	0	2800225	0	0	0	43794758	73.85892599033316	0	0	3616958	0	206643	59295146	0	8848546	28016	85.08	14.92	4424273.0	29647573.0	25223300.0	fail	pass	warn	warn	0.0	99.004567355311	warn	fail	29647573.0	pass	SRX3316738_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	2.9 Gbp	pass	9.20120699246012	Sanger / Illumina 1.9	20-100	1.1870799260731075	29745062	18617973	29745062	4.4	9111897	2939196434	2974506200		0.4152	0.5637		0.0212
SRX3316739	0	0	2252426	0	0	0	37643522	73.89404083437647	0	0	2630150	0	47223	50942568	0	8348936	20311	83.61	16.39	4174468.0	25471284.0	21296816.0	fail	pass	warn	pass	0.0	98.98049513326458	warn	fail	25471284.0	pass	SRX3316739_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	2.5 Gbp	pass	9.914055017051153	Sanger / Illumina 1.9	20-100	0.8194689570709344	25601885	4749344	25601885	4.4	8697486	2539208550	2560188500		0.4163	0.5675		0.0162
SRX3316740	0	0	1109422	0	0	0	24384669	61.63822288006503	0	0	1966809	0	33013	39560954	0	12059320	7721	69.52	30.48	6029660.0	19780477.0	13750817.0	fail	pass	warn	warn	0.0	97.98743255787006	warn	fail	19780477.0	pass	SRX3316740_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.9 Gbp	pass	16.17800091848471	Sanger / Illumina 1.9	20-100	2.3127843266279937	20011316	6442376	20011316	4.4	7937035	1954849742	2001131600		0.4713	0.5161		0.0126
SRX3316741	0	0	3373174	0	0	0	52993429	69.50713410003175	0	0	4545296	0	5062923	76241712	0	10236652	30238	86.57	13.43	5118326.0	38120856.0	33002530.0	fail	pass	warn	warn	0.0	98.07953745844532	warn	fail	38120856.0	pass	SRX3316741_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3.7 Gbp	pass	8.3921700414402	Sanger / Illumina 1.9	20-100	2.643237429422092	38532596	44774259	38532596	4.4	13384265	3751408800	3853259600		0.4616	0.52		0.0184
SRX3316742	0	0	2807521	0	0	0	44146951	75.22103391474432	0	0	3136821	0	52293	58689636	0	8519892	26158	85.48	14.52	4259946.0	29344818.0	25084872.0	fail	pass	warn	warn	0.0	98.85619498474996	warn	fail	29344818.0	pass	SRX3316742_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.9 Gbp	pass	10.158248544173222	Sanger / Illumina 1.9	20-100	1.1603770598177088	29438406	18896169	29438406	4.4	8929503	2909680949	2943840600		0.4109	0.5718		0.0173
SRX3316743	0	0	2729209	0	0	0	43331716	74.06856190120811	0	0	3243825	0	49549	58502170	0	9121918	25953	84.41	15.59	4560959.0	29251085.0	24690126.0	fail	pass	warn	warn	0.0	98.73445193571452	warn	fail	29251085.0	pass	SRX3316743_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.8 Gbp	pass	10.50501948599763	Sanger / Illumina 1.9	20-100	0.8107107301655474	29430860	5766104	29430860	4.4	9958039	2919226086	2943086000		0.411	0.5702		0.0188
SRX3316744	0	0	361620	0	0	0	8766431	55.69495834836926	0	0	923759	0	23885	15740080	0	5661486	2899	64.03	35.97	2830743.0	7870040.0	5039297.0	fail	pass	warn	warn	0.0	97.53067608296782	warn	fail	7870040.0	pass	SRX3316744_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	769.7 Mbp	pass	23.342321095496168	Sanger / Illumina 1.9	20-100	73.00838320306953	29759866	542804624	29759866	4.4	24933854	803266899	2975986600		0.484	0.5022		0.0138
SRX3316745	0	0	937497	0	0	0	26485372	57.660079090622	0	0	3248904	0	132178	45933638	0	15121554	8133	67.08	32.92	7560777.0	22966819.0	15406042.0	fail	pass	warn	warn	0.0	97.57721180281868	warn	fail	22966819.0	pass	SRX3316745_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.2 Gbp	pass	13.749377950795523	Sanger / Illumina 1.9	20-100	8.130466617830892	24501164	69723829	24501164	4.4	9483860	2250910504	2450116400		0.4983	0.4893		0.0123
SRX3316746	0	0	933010	0	0	0	25507447	57.76146290303522	0	0	2640761	0	116633	44159974	0	14954210	7913	66.14	33.86	7477105.0	22079987.0	14602882.0	fail	pass	warn	warn	0.0	97.269984262219	warn	fail	22079987.0	pass	SRX3316746_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	2.1 Gbp	pass	17.049279242710806	Sanger / Illumina 1.9	20-100	26.928452935896956	29756511	267461850	29756511	4.4	15434989	2174354294	2975651100		0.4849	0.5034		0.0116
SRX3316747	0	0	1915208	0	0	0	37431889	69.16932479917239	0	0	2376899	0	144364	54116314	0	12230852	17102	77.4	22.6	6115426.0	27058157.0	20942731.0	fail	pass	warn	warn	0.0	98.75889211523165	warn	fail	27058157.0	pass	SRX3316747_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.6 Gbp	pass	15.159798532267184	Sanger / Illumina 1.9	20-100	1.0233339621855746	27181796	4318888	27181796	4.4	9655849	2690363545	2718179600		0.4255	0.5592		0.0154
SRX3316748	0	0	2515325	0	0	0	39339606	74.08989148754368	0	0	2959736	0	58637	53097130	0	8199892	23934	84.56	15.44	4099946.0	26548565.0	22448619.0	fail	pass	warn	warn	0.0	98.99774123384825	warn	fail	26548565.0	pass	SRX3316748_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	2.6 Gbp	pass	9.060947744267896	Sanger / Illumina 1.9	20-100	0.8072223555379966	26691015	5639759	26691015	4.4	9007482	2647555916	2669101500		0.4159	0.565		0.0192
SRX3316749	0	0	1802509	0	0	0	34654253	69.13030466584458	0	0	2142845	0	69448	50128888	0	11445032	14801	77.17	22.83	5722516.0	25064444.0	19341928.0	fail	pass	warn	warn	0.0	99.0177309339078	warn	fail	25064444.0	pass	SRX3316749_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	2.4 Gbp	pass	13.075200349093908	Sanger / Illumina 1.9	20-100	0.7277872482655654	25086705	0	25086705	4.4	7847505	2490412716	2508670500		0.4381	0.5477		0.0142
SRX3316750	0	0	2543038	0	0	0	40825959	74.40590761556692	0	0	2964960	0	55103	54869244	0	8455984	24200	84.59	15.41	4227992.0	27434622.0	23206630.0	fail	pass	warn	warn	0.0	98.52450957771534	warn	fail	27434622.0	pass	SRX3316750_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	12.738489680718445	Sanger / Illumina 1.9	20-100	0.8102585273613612	27652663	5787473	27652663	4.4	9320739	2742860494	2765266300		0.4153	0.5674		0.0172
SRX3316751	0	0	2081096	0	0	0	31052170	71.16144737173192	0	0	2514309	0	61171	43636226	0	7905996	21484	81.88	18.12	3952998.0	21818113.0	17865115.0	fail	pass	warn	warn	0.0	99.25976027349388	warn	fail	21818113.0	pass	SRX3316751_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.1 Gbp	pass	9.85070878878312	Sanger / Illumina 1.9	20-100	0.5204231521614335	21827042	0	21827042	4.4	6757582	2171344902	2182704200		0.3957	0.5835		0.0208
SRX3316752	0	0	1696459	0	0	0	25759004	72.88444850002476	0	0	2033910	0	31155	35342250	0	5804682	17040	83.58	16.42	2902341.0	17671125.0	14768784.0	fail	pass	warn	warn	0.0	98.87189513966996	warn	fail	17671125.0	pass	SRX3316752_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.7 Gbp	pass	10.313606432617624	Sanger / Illumina 1.9	20-100	1.2574876568787523	17747942	12848655	17747942	4.4	5448852	1752476382	1774794200		0.3946	0.5859		0.0195
SRX3316753	0	0	2148335	0	0	0	32971269	72.57333421553754	0	0	2512330	0	50160	45431658	0	7726616	22948	82.99	17.01	3863308.0	22715829.0	18852521.0	fail	pass	warn	warn	0.0	98.83509873225404	warn	fail	22715829.0	pass	SRX3316753_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.2 Gbp	pass	9.491814577404243	Sanger / Illumina 1.9	20-100	0.7936432347082812	22830102	4005351	22830102	4.4	7760067	2264891244	2283010200		0.3917	0.5892		0.0191
SRX3316754	0	0	1905212	0	0	0	29338601	72.38754130777117	0	0	2372905	0	85457	40529904	0	6807728	20001	83.2	16.8	3403864.0	20264952.0	16861088.0	fail	pass	warn	warn	0.0	98.86283066448912	warn	fail	20264952.0	pass	SRX3316754_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2 Gbp	pass	10.178931932499362	Sanger / Illumina 1.9	20-100	0.7699301253218748	20338269	3129365	20338269	4.4	6857626	2018167854	2033826900		0.3981	0.5828		0.0191
SRX3316755	0	0	2358133	0	0	0	37724931	72.48752309229015	0	0	2907426	0	32527	52043344	0	8996198	24129	82.71	17.29	4498099.0	26021672.0	21523573.0	fail	pass	warn	warn	0.0	98.66702439412808	warn	fail	26021672.0	pass	SRX3316755_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.5 Gbp	pass	9.926870964202838	Sanger / Illumina 1.9	20-100	1.751799179789975	26217919	32043154	26217919	4.4	7945948	2575863371	2621791900		0.3953	0.586		0.0187
SRX3316756	0	0	1816709	0	0	0	27771698	72.08778109206129	0	0	2239272	0	33759	38524834	0	6644328	19068	82.75	17.25	3322164.0	19262417.0	15940253.0	fail	pass	warn	warn	0.0	98.8534419123	warn	fail	19262417.0	pass	SRX3316756_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.9 Gbp	pass	10.611739918223696	Sanger / Illumina 1.9	20-100	1.3437691018675706	19360018	14764297	19360018	4.4	6010981	1909986406	1936001800		0.3972	0.5824		0.0204
SRX3316757	0	0	1963755	0	0	0	29851575	72.0950767239523	0	0	2481613	0	46506	41405844	0	7042566	19829	82.99	17.01	3521283.0	20702922.0	17181639.0	fail	pass	warn	warn	0.0	98.88800788603658	warn	fail	20702922.0	pass	SRX3316757_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2 Gbp	pass	9.81246719004612	Sanger / Illumina 1.9	20-100	0.773924542355556	20774807	3176980	20774807	4.4	7024490	2061402567	2077480700		0.3953	0.585		0.0197
SRX3316758	0	0	2412634	0	0	0	38344395	73.08546603817575	0	0	3106715	0	30576	52465144	0	8546842	23982	83.71	16.29	4273421.0	26232572.0	21959151.0	fail	pass	warn	warn	0.0	98.86658227794057	warn	fail	26232572.0	pass	SRX3316758_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	2.6 Gbp	pass	9.05244279893697	Sanger / Illumina 1.9	20-100	0.9672767388019404	26464630	7195548	26464630	4.4	9026585	2620864379	2646463000		0.4021	0.5788		0.0191
SRX3411505	0	0	58838	0	0	0	658166	4.211445716446667	0	0	102783	0	9472886	15628030	0	5334870	487	65.86	34.14	2667435.0	7814015.0	5146580.0	fail	pass	fail	warn	0.0	141.37563429299792	warn	fail	7814015.0	pass	SRX3411505_val_1.fq.gz	pass	pass	50.0	147		Conventional base calls	1.1 Gbp	pass	9.4475126075632	Sanger / Illumina 1.9	20-150	5.764510860971942	8664510	36675837	8664510	4.4	3391533	1224756507	1299676500		0.9513	0.0268		0.0219
SRX3411506	0	0	44691	0	0	0	581637	5.956510002121923	0	0	105532	0	5018503	9764728	0	4014064	301	58.89	41.11	2007032.0	4882364.0	2875332.0	fail	pass	fail	fail	0.0	141.10535224329854	warn	fail	4882364.0	pass	SRX3411506_val_1.fq.gz	pass	pass	51.0	147		Conventional base calls	691.5 Mbp	pass	13.906973087200294	Sanger / Illumina 1.9	20-150	4.789190756312227	7763121	30921101	7763121	4.4	2143248	1108699549	1164468150		0.917	0.0457		0.0374
SRX3411507	0	0	39909	0	0	0	557602	4.708074267747628	0	0	53129	0	6131995	11843526	0	5060670	221	57.27	42.73	2530335.0	5921763.0	3391428.0	fail	pass	fail	fail	0.0	141.06819624493585	warn	fail	5921763.0	pass	SRX3411507_val_1.fq.gz	pass	pass	50.0	147		Conventional base calls	838.5 Mbp	pass	11.624240840523878	Sanger / Illumina 1.9	20-150	22.66613665189429	7260175	18962087	7260175	4.4	3797024	842186072	1089026250		0.9358	0.0362		0.028
SRX3411508	0	0	30229	0	0	0	384929	3.9526591516008343	0	0	56055	0	6118853	9738482	0	3148180	236	67.67	32.33	1574090.0	4869241.0	3295151.0	fail	pass	fail	fail	0.0	141.02967094871664	warn	fail	4869241.0	pass	SRX3411508_val_2.fq.gz	pass	pass	50.0	147		Conventional base calls	689.6 Mbp	pass	20.16453661579104	Sanger / Illumina 1.9	20-150	21.09703644695751	5873659	13267500	5873659	4.4	3054773	695173653	881048850		0.9542	0.0255		0.0203
SRX3411509	0	0	33326	0	0	0	453370	4.202683220933009	0	0	55432	0	6371184	10787632	0	3873910	410	64.09	35.91	1936955.0	5393816.0	3456861.0	fail	pass	fail	fail	0.0	139.01367009923956	warn	fail	5393816.0	pass	SRX3411509_val_2.fq.gz	pass	pass	51.0	147		Conventional base calls	752.8 Mbp	pass	21.793221500130468	Sanger / Illumina 1.9	20-150	5.268357660552186	7911166	27834122	7911166	4.4	2480504	1124156622	1186674900		0.9518	0.0259		0.0223
SRX3411510	0	0	23999	0	0	0	336984	3.0497548134113046	0	0	38644	0	3407740	11049544	0	7241972	205	34.46	65.54	3620986.0	5524772.0	1903786.0	fail	pass	fail	warn	0.0	139.85746380122112	warn	fail	5524772.0	pass	SRX3411510_val_1.fq.gz	pass	pass	51.0	147		Conventional base calls	775.6 Mbp	pass	12.22717521384977	Sanger / Illumina 1.9	20-150	35.449044432856006	8069344	25260687	8069344	4.4	4704840	781325799	1210401600		0.9316	0.0417		0.0267
SRX3411511	0	0	29091	0	0	0	393403	2.9802507997526124	0	0	55001	0	5798931	13200332	0	6923670	236	47.55	52.45	3461835.0	6600166.0	3138331.0	fail	pass	fail	fail	0.0	138.70955442635838	warn	fail	6600166.0	pass	SRX3411511_val_1.fq.gz	pass	pass	51.0	147		Conventional base calls	918.8 Mbp	pass	10.49590185952736	Sanger / Illumina 1.9	20-150	8.434693851462633	7666246	57692039	7666246	4.4	3154351	1052943243	1149936900		0.952	0.0257		0.0222
SRX3411512	0	0	18364	0	0	0	249162	2.9866235913560737	0	0	34397	0	3979959	8342598	0	4060588	128	51.33	48.67	2030294.0	4171299.0	2141005.0	fail	pass	fail	fail	0.0	139.3031477724325	warn	fail	4171299.0	pass	SRX3411512_val_1.fq.gz	pass	warn	51.0	147		Conventional base calls	583.1 Mbp	pass	13.244103236362555	Sanger / Illumina 1.9	20-150	6.030946594096546	6574423	35963709	6574423	4.4	1959672	926688459	986163450		0.9552	0.0261		0.0186
SRX3411513	0	0	32796	0	0	0	466297	4.423030334993348	0	0	45039	0	4749202	10542478	0	5248868	276	50.21	49.79	2624434.0	5271239.0	2646805.0	fail	pass	fail	fail	0.0	138.8086013553929	warn	fail	5271239.0	pass	SRX3411513_val_1.fq.gz	pass	pass	51.0	147		Conventional base calls	734.3 Mbp	pass	12.929944691656416	Sanger / Illumina 1.9	20-150	34.68110845267993	7543296	24329055	7543296	4.4	4465334	739079600	1131494400		0.933	0.038		0.029
SRX3411514	0	0	129443	0	0	0	1293047	14.433103267834952	0	0	169529	0	410034	8958898	0	6953246	3599	22.39	77.61	3476623.0	4479449.0	1002826.0	fail	pass	fail	warn	0.0	143.51261059116868	warn	fail	4479449.0	pass	SRX3411514_val_1.fq.gz	pass	pass	47.0	147		Conventional base calls	645.8 Mbp	pass	22.12890258897035	Sanger / Illumina 1.9	20-150	23.709553733523904	5670715	13350205	5670715	4.4	2763789	648932067	850607250		0.4929	0.2674		0.2397
SRX3411515	0	0	77859	0	0	0	710780	8.62436322549583	0	0	90275	0	354074	8241536	0	7006610	1938	14.98	85.02	3503305.0	4120768.0	617463.0	fail	pass	fail	fail	0.0	142.43402079418206	warn	fail	4120768.0	pass	SRX3411515_val_1.fq.gz	pass	pass	49.0	147		Conventional base calls	589.5 Mbp	pass	18.853234793493137	Sanger / Illumina 1.9	20-150	5.11862320625267	4973875	23694192	4973875	4.4	1618295	707892162	746081250		0.5634	0.2228		0.2138
SRX3411516	0	0	95105	0	0	0	1101257	9.6514864903711	0	0	775294	0	458354	11410232	0	8978726	1496	21.31	78.69	4489363.0	5705116.0	1215753.0	fail	pass	fail	warn	0.0	140.59865338408545	warn	fail	5705116.0	pass	SRX3411516_val_1.fq.gz	pass	pass	44.0	147		Conventional base calls	805.6 Mbp	pass	15.589837173337523	Sanger / Illumina 1.9	20-150	7.058409373432211	6094701	42148840	6094701	4.4	2713593	849676808	914205150		0.3383	0.3712		0.2905
SRX3411517	0	0	65252	0	0	0	761702	6.967493531050955	0	0	191432	0	1315211	10932224	0	8597762	865	21.35	78.65	4298881.0	5466112.0	1167231.0	fail	pass	warn	fail	0.0	140.54049075467168	warn	fail	5466112.0	pass	SRX3411517_val_1.fq.gz	pass	pass	47.0	147		Conventional base calls	771.4 Mbp	pass	16.324684259447675	Sanger / Illumina 1.9	20-150	12.471447535542527	5926984	31421675	5926984	4.4	2429543	778170495	889047600		0.6947	0.1714		0.1339
SRX3411518	0	0	104035	0	0	0	910063	15.093081379246293	0	0	147127	0	154915	6029670	0	4710746	2784	21.87	78.13	2355373.0	3014835.0	659462.0	fail	pass	fail	fail	0.0	143.2158303854108	warn	fail	3014835.0	pass	SRX3411518_val_2.fq.gz	pass	fail	49.0	147		Conventional base calls	433.7 Mbp	pass	38.33703828148714	Sanger / Illumina 1.9	20-150	62.70625354497311	7846792	8153965	7846792	4.4	5823707	438954407	1177018800		0.4585	0.2867		0.2547
SRX3411519	0	0	65841	0	0	0	543413	8.368957792446803	0	0	87184	0	216613	6493198	0	5578838	1309	14.08	85.92	2789419.0	3246599.0	457180.0	fail	pass	fail	fail	0.0	139.75303201904515	warn	fail	3246599.0	pass	SRX3411519_val_2.fq.gz	pass	warn	47.0	147		Conventional base calls	456 Mbp	pass	44.721003267455856	Sanger / Illumina 1.9	20-150	6.834065165267789	3491011	28460813	3491011	4.4	1283470	487864955	523651650		0.5402	0.2378		0.222
SRX3411520	0	0	28370	0	0	0	298926	4.326514756343893	0	0	254194	0	1552409	6909164	0	4775010	255	30.89	69.11	2387505.0	3454582.0	1067077.0	fail	pass	fail	fail	0.0	139.9695974795214	warn	fail	3454582.0	pass	SRX3411520_val_2.fq.gz	pass	warn	47.0	147		Conventional base calls	485.9 Mbp	pass	33.79439289179258	Sanger / Illumina 1.9	20-150	9.217538307941313	3637888	14882908	3637888	4.4	1430746	495384642	545683200		0.7903	0.1276		0.0821
SRX3411521	0	0	155660	0	0	0	1636311	15.593181090476628	0	0	183901	0	850394	10493760	0	7663590	3904	26.97	73.03	3831795.0	5246880.0	1415085.0	fail	pass	fail	warn	0.0	141.39147664897996	warn	fail	5246880.0	pass	SRX3411521_val_2.fq.gz	pass	warn	45.0	147		Conventional base calls	745.5 Mbp	pass	32.007826913708875	Sanger / Illumina 1.9	20-150	5.189632323307347	6139479	33472865	6139479	4.4	2109679	873129392	920921850		0.4871	0.2588		0.2541
SRX3411522	0	0	115079	0	0	0	759650	9.397068545099	0	0	89048	0	331860	8083904	0	6787040	1227	16.04	83.96	3393520.0	4041952.0	648432.0	fail	pass	warn	warn	0.0	140.76126633864035	warn	fail	4041952.0	pass	SRX3411522_val_2.fq.gz	pass	warn	46.0	147		Conventional base calls	571.7 Mbp	pass	42.536213779391154	Sanger / Illumina 1.9	20-150	5.9942594240371365	4440321	29156751	4440321	4.4	1610024	626123496	666048150		0.6029	0.2052		0.192
SRX3411523	0	0	75456	0	0	0	667706	7.383150556755538	0	0	71001	0	436215	9043646	0	7791476	1792	13.85	86.15	3895738.0	4521823.0	626085.0	fail	pass	warn	fail	0.0	138.8678964214212	warn	fail	4521823.0	pass	SRX3411523_val_2.fq.gz	pass	warn	47.0	147		Conventional base calls	631.1 Mbp	pass	43.12752165955668	Sanger / Illumina 1.9	20-150	7.668591041408127	4696244	25662472	4696244	4.4	1607862	650416238	704436600		0.6302	0.1776		0.1922
SRX3411524	0	0	41595	0	0	0	512104	4.113042652746417	0	0	64343	0	3760237	12450734	0	8072034	421	35.17	64.83	4036017.0	6225367.0	2189350.0	fail	pass	fail	fail	0.0	137.61954805234777	warn	fail	6225367.0	pass	SRX3411524_val_2.fq.gz	pass	warn	49.0	147		Conventional base calls	860.8 Mbp	pass	33.006847650555464	Sanger / Illumina 1.9	20-150	9.04819218799992	6481251	33927937	6481251	4.4	2517624	884222243	972187650		0.9203	0.0412		0.0385
SRX3411525	0	0	50078	0	0	0	503876	5.799867306896312	0	0	48233	0	593169	8687716	0	7491668	692	13.77	86.23	3745834.0	4343858.0	598024.0	fail	pass	fail	fail	0.0	139.93581512102836	warn	fail	4343858.0	pass	SRX3411525_val_2.fq.gz	pass	warn	47.0	147		Conventional base calls	611 Mbp	pass	39.208876162321246	Sanger / Illumina 1.9	20-150	6.850122179798731	4547533	36677284	4547533	4.4	1710708	635403215	682129950		0.7191	0.1419		0.1389
SRX3541437	0	0	1208620	0	0	0	24027601	29.78073809168385	0	0	1957291	0	3230815	80681684	0	50241992	15365	37.73	62.27	25120996.0	40340842.0	15219846.0	fail	pass	warn	warn	0.0	98.77760989718558	warn	fail	40340842.0	pass	SRX3541437_val_2.fq.gz	pass	pass	51.0	100		Conventional base calls	3.9 Gbp	pass	7.048212285298701	Sanger / Illumina 1.9	20-100	0.5133589326079572	40341679	958624	40341679	4.4	15119283	3997772280	4018401101		0.4567	0.5289		0.0144
SRX3541438	0	0	2544740	0	0	0	48724375	75.58455650803401	0	0	4237306	0	1123329	64463400	0	7797830	35820	87.9	12.1	3898915.0	32231700.0	28332785.0	fail	pass	warn	warn	0.0	99.03991803100674	warn	fail	32231700.0	pass	SRX3541438_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	3.2 Gbp	pass	7.372065120489784	Sanger / Illumina 1.9	20-100	0.4534223776608294	32233246	784228	32233246	4.4	10166713	3196467711	3211027227		0.3961	0.5858		0.0181
SRX3541439	0	0	1721507	0	0	0	35033759	53.53724643366806	0	0	2643985	0	2698484	65438104	0	23316656	23713	64.37	35.63	11658328.0	32719052.0	21060724.0	fail	pass	warn	warn	0.0	99.10842948628218	warn	fail	32719052.0	pass	SRX3541439_val_1.fq.gz	pass	pass	50.0	100		Conventional base calls	3.2 Gbp	pass	6.784966345150448	Sanger / Illumina 1.9	20-100	0.4348729878120361	32720362	555130	32720362	4.4	10267561	3251917527	3266121005		0.4238	0.5613		0.0149
SRX3541440	0	0	2138698	0	0	0	44594969	72.85178328285737	0	0	3366436	0	1191166	61213284	0	9889974	32041	83.84	16.16	4944987.0	30606642.0	25661655.0	fail	pass	warn	warn	0.0	98.98621906970388	warn	fail	30606642.0	pass	SRX3541440_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	3 Gbp	pass	8.689754351915505	Sanger / Illumina 1.9	20-100	0.4379212995913364	30607899	484497	30607899	4.4	9861039	3041572464	3054950744		0.4019	0.5836		0.0146
SRX3541441	0	0	527432	0	0	0	10341652	16.535753414231525	0	0	887524	0	1638388	62541160	0	49139090	7074	21.43	78.57	24569545.0	31270580.0	6701035.0	fail	pass	fail	warn	0.0	98.85562160983262	warn	fail	31270580.0	pass	SRX3541441_val_2.fq.gz	pass	pass	52.0	100		Conventional base calls	3.1 Gbp	pass	6.488022669092721	Sanger / Illumina 1.9	20-100	0.5246617953484112	31270936	594474	31270936	4.4	12296767	3101775892	3118135558		0.4752	0.5082		0.0166
