Sample	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	featureCounts_mqc-generalstats-featurecounts-Assigned	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	FastQC_mqc-generalstats-fastqc-percent_gc	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-total_sequences	featureCounts_mqc-generalstats-featurecounts-percent_assigned	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_fails
SRX6700176	39495790.0	67768966	120.09623610522425	126	95.93	47.0	4.788528138106773	41172219.0	82.29938493234965	91.36743813513063	20.0
SRX6700177	27856352.0	47915265	121.11009598662808	126	95.32	47.0	6.263906671393182	29225425.0	81.97530917001207	89.80192482450146	20.0
SRX6700178	27708114.0	48300995	118.41169371112196	122	94.91	47.0	6.740898732423968	29193538.0	82.72549048354469	89.90381953082891	20.0
SRX6700179	34422194.0	55247065	118.51173232486778	122	85.51	48.0	3.620302961429022	40257068.0	68.61784494588628	91.71910686651337	20.0
SRX6700180	37413300.0	55319605	118.21875119225523	122	77.96	49.0	6.740763017003356	47992031.0	57.63415701244233	92.9862163268162	20.0
SRX6700181	32708630.0	56536828	118.69242009821666	122	96.96	47.0	3.9856015420495527	33734197.0	83.79750079718808	91.62396330056094	20.0
SRX6700182	37042540.0	57500553	117.78666429219723	122	84.43	48.0	4.663894727117205	43872257.0	65.53179267708977	92.7238253583732	20.0
SRX6700183	28948132.0	44078266	118.42744867151734	122	96.17	47.0	6.5028077177653865	30100393.0	73.21875498436184	90.13983133942719	20.0
SRX6700184	38187663.0	57836811	118.50451310858567	122	95.47	47.0	6.625248878723824	40000921.0	72.29434917261031	90.49789490975462	20.0
SRX6700185	37051602.0	57253600	117.65687755709901	122	96.04	48.0	4.435032062752335	38579607.0	74.20189635420599	90.24404726255653	20.0
SRX6922015	8238974.0	14462756	147.5457595994488	150	87.16	48.0	1.365377301013977	9452574.0	76.50168091781137	81.59411075497214	20.0
SRX6922016	5070006.0	9070476	147.51412925664124	150	87.17	49.0	1.3709467097528218	5816088.0	77.97746526531235	79.6321717738564	20.0
SRX6922017	9786609.0	17246743	148.11814439210087	150	91.27	48.0	2.0988685532709606	10722955.0	80.41973038215679	83.11433965325529	20.0
SRX6922018	7530674.0	13237039	146.377436250887	150	93.02	47.0	2.200035422443473	8095995.0	81.75053838348467	79.39268945827148	20.0
SRX6922019	13310222.0	22815635	147.2656017529848	150	91.87	46.0	1.0250334669437053	14487747.0	78.74114242884004	81.98004445065965	20.0
SRX6922020	8056759.0	13610696	147.16850397273723	150	90.94	46.0	1.6439194373706678	8859257.0	76.81623865297055	78.79933352959328	20.0
SRX6922021	9995226.0	16925139	147.23093437630416	150	91.24	46.0	1.0407267388518346	10955372.0	77.24584340905996	80.47149929971171	20.0
SRX6922022	8776870.0	15492820	146.12238658082927	150	87.26	48.0	1.4061611096419697	10058088.0	77.01672524638877	74.27033639324179	20.0
SRX6922023	8170696.0	14511626	146.25456529860313	150	92.08	48.0	2.3286498866404948	8873735.0	81.76729415516691	79.44249285793762	20.0
SRX6922024	8915744.0	15704698	146.34825342756426	150	93.19	47.0	2.218980271028632	9566852.0	82.0787130395662	80.57521415182862	20.0
SRX6922025	8739333.0	15346355	146.24624582160806	150	92.85	47.0	1.2123693673113918	9412712.0	81.51930601934914	80.66583141782804	20.0
SRX6922026	10772079.0	18919672	144.75873175650955	150	90.31	48.0	1.4889105593018714	11927268.0	79.31268082514788	78.60004284322638	20.0
SRX6922027	10822163.0	19020019	144.5465454457032	150	90.43	48.0	3.571513364295292	11967347.0	79.46631362824192	78.66165801644844	20.0
SRX6922028	9010270.0	15861451	147.2537625448721	150	90.52	48.0	3.5871492390768283	9953569.0	79.67720422694613	80.73304408612977	20.0
SRX6922029	8751273.0	15373944	147.99270211811032	150	92.88	48.0	1.0164998447355098	9422597.0	81.5801843164894	82.4367400522179	20.0
SRX7101023	35651876.0	61165316	117.25444866027775	122	93.05	49.0	4.707782839964801	38313501.0	79.82214415748642	91.21957885006128	20.0
SRX7101024	34525039.0	60582158	112.72233989374516	122	98.22	48.0	5.938443152474326	35152468.0	86.1705613386804	91.31716217052336	20.0
SRX7101025	35495328.0	62191080	113.79367647609408	122	98.29	48.0	10.339701837635962	36111384.0	86.11007542663	91.57648459424438	20.0
SRX7101026	31231513.0	55597451	117.92148036299093	122	98.01	48.0	7.168519524401795	31867022.0	87.2335215383477	92.14712636087818	20.0
SRX7101027	35203196.0	63057772	114.13648704279825	122	98.13	48.0	4.798419243298321	35873332.0	87.88948291728241	93.06156579680241	20.0
SRX7101028	37431033.0	67442571	119.87208388927006	126	97.92	49.0	4.996346653232848	38226772.0	88.21379294071704	92.65146745053161	20.0
SRX7101029	39846758.0	69920818	120.51409001642037	126	97.6	49.0	7.17635083877344	40827951.0	85.6286150632443	90.22318000320597	20.0
SRX7101030	35322906.0	62318591	118.1650701834668	122	97.66	48.0	3.823583647956778	36168561.0	86.15022173539057	90.82505858026931	20.0
SRX7101031	33949252.0	59590676	118.30874620957023	122	97.16	48.0	6.865902813564233	34941948.0	85.2709700100292	90.54243616508364	20.0
SRX7101032	37146022.0	63612704	118.39910012620906	122	97.21	48.0	6.632430949876424	38213581.0	83.23311023900115	91.56848658526945	20.0
SRX7101033	36591992.0	63952976	117.2750111688126	122	96.81	48.0	4.809904338528383	37797214.0	84.60011893998325	91.41731903647295	20.0
SRX7101034	37730987.0	64122414	117.066607705697	122	94.06	48.0	5.137644134992485	40113542.0	79.92614314637187	91.54666776541559	20.0
SRX7101035	29105249.0	42154006	118.25656748396587	122	85.24	46.0	6.901708088207468	34143555.0	61.73054621875197	80.97323221248459	20.0
SRX7101036	69311253.0	30566091	110.3971407669261	122	87.57	49.0	7.255560332177617	79149686.0	38.6180824520264	88.4853235010426	20.0
SRX7101037	60115678.0	27206699	107.53157280164767	122	84.33	49.0	7.2418603328399636	71286230.0	38.16543391339393	86.67818096705165	20.0
SRX7101038	71781137.0	32214415	111.60607920997666	122	89.94	48.0	6.917494425832683	79810502.0	40.36362908730984	88.69925089768088	20.0
SRX7101039	71394936.0	32020682	109.84260114674237	122	88.24	49.0	7.24512133761931	80913728.0	39.573855749175216	88.85096298471996	20.0
SRX7101040	74481594.0	33283512	110.56085147484013	122	89.76	49.0	7.517294076751792	82979739.0	40.1104081563814	89.48545603059766	20.0
SRX7101041	60174130.0	26510459	112.56772483865493	122	86.43	49.0	5.464782984916902	69618645.0	38.07953889363977	87.99967411576115	20.0
SRX7551986	6262884.0	11018536	147.69705263762734	150	92.75	48.0	1.2589743900883417	6752546.0	81.5880113959979	77.7158937096138	20.0
SRX7551987	5948210.0	10529610	147.63736828811045	150	92.69	48.0	0.913650000747239	6417511.0	82.03811415360254	76.92605519640651	20.0
SRX7551988	4007058.0	6981791	147.85587799674303	150	94.04	48.0	1.0722495117050854	4261001.0	81.92665291559425	76.49759664053242	20.0
SRX7551989	5437257.0	9484033	147.92473846203782	150	93.88	49.0	1.4000801118668031	5791989.0	81.87198732594278	78.27045409150145	20.0
SRX7551990	5664993.0	9925061	147.196373740767	150	93.98	48.0	1.2106825371752332	6027975.0	82.32500134788216	77.28147511520103	20.0
SRX7551991	4978405.0	8739588	147.44576764715595	150	94.49	48.0	1.4480914136764664	5268866.0	82.93613844041583	75.52176946084474	20.0
SRX8694706	3676695.0	6596554	148.4615238600032	150	96.0	48.0	0.6923633270405577	3829945.0	86.11812963371537	76.98927774891918	20.0
SRX8694707	4197521.0	7577579	148.58482386774236	150	95.6	48.0	0.5909693865702002	4390763.0	86.29000244376661	77.34254925904867	20.0
SRX8694708	4200735.0	7512899	148.48578742718038	150	95.96	49.0	0.6280692418634872	4377427.0	85.81409809918019	83.91869938450844	20.0
SRX8694709	4107005.0	7374490	148.42477885700697	150	96.8	49.0	0.6533767600469835	4242843.0	86.90505399327762	83.77987183594456	20.0
SRX8694710	5133554.0	9287092	148.50991642278063	150	96.58	48.0	0.6634943296262334	5315324.0	87.3614853958103	82.23348445646253	20.0
SRX8694711	4045757.0	7256928	148.5446506121689	150	97.07	48.0	0.6400177711546429	4167804.0	87.05937227374416	81.58471802355709	20.0
SRX8694712	4713961.0	8613101	148.51484911593718	150	95.11	48.0	0.664688932447091	4956322.0	86.89004669188161	80.18669338721598	20.0
SRX8694713	3708688.0	6784710	148.44126242114845	150	95.87	49.0	0.7005194563995853	3868503.0	87.6916729804785	79.24756211825266	20.0
SRX8694714	4021708.0	7318381	148.54268763842444	150	96.18	48.0	0.6529831810975625	4181433.0	87.51044199440719	80.83441060493313	20.0
SRX8694715	4257324.0	7610183	148.4707102038901	150	96.05	48.0	0.6857130310569478	4432192.0	85.8512334303207	80.14716767658958	20.0
SRX8694716	3967777.0	7009862	148.39445535068612	150	96.09	48.0	0.7489998390833205	4129134.0	84.88295608716017	80.2750313541139	20.0
SRX8694717	4750416.0	8475477	148.39126839865358	150	95.85	48.0	0.7358346059423563	4956273.0	85.50252377139032	81.55510371055358	20.0
SRX8694718	4077911.0	7472103	148.47465756465417	150	95.79	49.0	0.632581501189153	4257227.0	87.75786445026304	84.59918114993759	20.0
SRX8694719	3966901.0	6817792	148.39318398249395	150	95.69	49.0	0.7186878333722776	4145764.0	82.22600225193716	85.11403082944179	20.0
SRX8694720	3604379.0	6556875	148.34315959087198	150	96.16	49.0	0.7270826210005571	3748460.0	87.46091728336437	85.12606465388798	20.0
SRX8694721	4011932.0	7191146	148.3528131186245	150	96.1	49.0	0.7270832854358417	4174584.0	86.13009104619765	85.66129496547074	20.0
SRX8694722	4498516.0	8166369	148.37768663379666	150	95.75	49.0	0.722554628600415	4698305.0	86.90760816932915	87.24907124742249	20.0
SRX8694723	4161959.0	7685466	148.58722897875555	150	96.69	49.0	0.5590283681683105	4304229.0	89.27807976759601	85.14920721886182	20.0
SRX8694724	4039680.0	7384755	148.44755465292326	150	95.79	49.0	0.6492211657811716	4217295.0	87.55321835441913	85.01036166831622	20.0
SRX8694725	4216526.0	7700424	148.37978755471767	150	96.14	49.0	0.7005952942710506	4385694.0	87.79025622854672	85.51408134512081	20.0
SRX8694726	5031564.0	9347514	148.63306755644646	150	96.39	50.0	0.5231985160774345	5220168.0	89.53269320067861	88.01941612381026	20.0
SRX8694727	5218005.0	9662157	148.48059475032176	150	96.57	49.0	0.6292816479364711	5403074.0	89.41351719410099	87.37197669012892	20.0
SRX8694728	5075592.0	9400302	148.56612006366012	150	96.83	49.0	0.6377555373715756	5241586.0	89.67039747129971	83.44052224558352	20.0
SRX8694729	12195148.0	22575878	148.58303770973717	150	97.22	49.0	0.6116680734987876	12543259.0	89.99207462749513	89.00111160089114	20.0
